--- maximo 10000000
Merge 95500 0.065287
Caixa 96000 0.068106
Merge 96000 0.068106
Caixa 96500 0.060125
Merge 96500 0.060125
Caixa 97000 0.062600
Merge 97000 0.062600
Caixa 97500 0.063353
Merge 97500 0.063353
Caixa 98000 0.061458
Merge 98000 0.061458
Caixa 98500 0.069684
Merge 98500 0.069684
Caixa 99000 0.055101
Merge 99000 0.055101
Caixa 99500 0.061498
Merge 99500 0.061498
Caixa 100000 0.059946
Merge 100000 0.059946
Caixa 100500 0.060599
Merge 100500 0.060599
Caixa 101000 0.061311
Merge 101000 0.061311
Caixa 101500 0.070265
Merge 101500 0.070265
Caixa 102000 0.082512
Merge 102000 0.082512
Caixa 102500 0.075846
Merge 102500 0.075846
Caixa 103000 0.072916
Merge 103000 0.072916
Caixa 103500 0.059166
Merge 103500 0.059166
Caixa 104000 0.068013
Merge 104000 0.068013
Caixa 104500 0.065723
Merge 104500 0.065723
Caixa 105000 0.074012
Merge 105000 0.074012
Caixa 105500 0.075645
Merge 105500 0.075645
Caixa 106000 0.080956
Merge 106000 0.080956
Caixa 106500 0.068020
Merge 106500 0.068020
Nova 0 0.000000
Caixa 1000 0.055546
Merge 1000 0.055546
Caixa 1500 0.050271
Merge 1500 0.050271
Caixa 2000 0.065235
Merge 2000 0.065235
Caixa 2500 0.063808
Merge 2500 0.063808
Caixa 3000 0.068230
Merge 3000 0.068230
Caixa 3500 0.064341
Merge 3500 0.064341
Caixa 4000 0.069666
Merge 4000 0.069666
Caixa 4500 0.062429
Merge 4500 0.062429
Caixa 5000 0.062036
Merge 5000 0.062036
Caixa 5500 0.048369
Merge 5500 0.048369
Caixa 6000 0.078719
Merge 6000 0.078719
Caixa 6500 0.079509
Merge 6500 0.079509
Caixa 7000 0.065173
Merge 7000 0.065173
Caixa 7500 0.063085
Merge 7500 0.063085
Caixa 8000 0.070740
Merge 8000 0.070740
Caixa 8500 0.076848
Merge 8500 0.076848
Caixa 9000 0.061054
Merge 9000 0.061054
Caixa 9500 0.070961
Merge 9500 0.070961
Caixa 10000 0.068380
Merge 10000 0.068380
Caixa 10500 0.068996
Merge 10500 0.068996
Caixa 11000 0.056896
Merge 11000 0.056896
Caixa 11500 0.069442
Merge 11500 0.069442
Caixa 12000 0.055542
Merge 12000 0.055542
Caixa 12500 0.076613
Merge 12500 0.076613
Caixa 13000 0.062996
Merge 13000 0.062996
Caixa 13500 0.067682
Merge 13500 0.067682
Caixa 14000 0.075957
Merge 14000 0.075957
Caixa 14500 0.088783
Merge 14500 0.088783
Caixa 15000 0.079579
Merge 15000 0.079579
Caixa 15500 0.085725
Merge 15500 0.085725
Caixa 16000 0.064031
Merge 16000 0.064031
Caixa 16500 0.066308
Merge 16500 0.066308
Caixa 17000 0.066540
Merge 17000 0.066540
Caixa 17500 0.067429
Merge 17500 0.067429
Caixa 18000 0.068865
Merge 18000 0.068865
Caixa 18500 0.051069
Merge 18500 0.051069
Caixa 19000 0.058047
Merge 19000 0.058047
Caixa 19500 0.061543
Merge 19500 0.061543
Caixa 20000 0.071045
Merge 20000 0.071045
Caixa 20500 0.073697
Merge 20500 0.073697
Caixa 21000 0.083951
Merge 21000 0.083951
Caixa 21500 0.080983
Merge 21500 0.080983
Caixa 22000 0.081512
Merge 22000 0.081512
Caixa 22500 0.067066
Merge 22500 0.067066
Caixa 23000 0.082813
Merge 23000 0.082813
Caixa 23500 0.074235
Merge 23500 0.074235
Caixa 24000 0.062122
Merge 24000 0.062122
Caixa 24500 0.057367
Merge 24500 0.057367
Caixa 25000 0.061370
Merge 25000 0.061370
Caixa 25500 0.073326
Merge 25500 0.073326
Caixa 26000 0.074136
Merge 26000 0.074136
Caixa 26500 0.075372
Merge 26500 0.075372
Caixa 27000 0.079149
Merge 27000 0.079149
Caixa 27500 0.061420
Merge 27500 0.061420
Caixa 28000 0.071118
Merge 28000 0.071118
Caixa 28500 0.067093
Merge 28500 0.067093
Caixa 29000 0.070375
Merge 29000 0.070375
Caixa 29500 0.073968
Merge 29500 0.073968
Caixa 30000 0.083257
Merge 30000 0.083257
Caixa 30500 0.065192
Merge 30500 0.065192
Caixa 31000 0.086578
Merge 31000 0.086578
Caixa 31500 0.071615
Merge 31500 0.071615
Caixa 32000 0.074073
Merge 32000 0.074073
Caixa 32500 0.063749
Merge 32500 0.063749
Caixa 33000 0.074473
Merge 33000 0.074473
Caixa 33500 0.067658
Merge 33500 0.067658
Caixa 34000 0.074198
Merge 34000 0.074198
Caixa 34500 0.069831
Merge 34500 0.069831
Caixa 35000 0.068915
Merge 35000 0.068915
Caixa 35500 0.085155
Merge 35500 0.085155
Caixa 36000 0.069075
Merge 36000 0.069075
Caixa 36500 0.068979
Merge 36500 0.068979
Caixa 37000 0.068226
Merge 37000 0.068226
Caixa 37500 0.061737
Merge 37500 0.061737
Caixa 38000 0.070601
Merge 38000 0.070601
Caixa 38500 0.065435
Merge 38500 0.065435
Caixa 39000 0.058493
Merge 39000 0.058493
Caixa 39500 0.072299
Merge 39500 0.072299
Caixa 40000 0.074440
Merge 40000 0.074440
Caixa 40500 0.081215
Merge 40500 0.081215
Caixa 41000 0.075491
Merge 41000 0.075491
Caixa 41500 0.077015
Merge 41500 0.077015
Caixa 42000 0.058414
Merge 42000 0.058414
Caixa 42500 0.071221
Merge 42500 0.071221
Caixa 43000 0.074005
Merge 43000 0.074005
Caixa 43500 0.087941
Merge 43500 0.087941
Caixa 44000 0.062981
Merge 44000 0.062981
Caixa 44500 0.066324
Merge 44500 0.066324
Caixa 45000 0.084437
Merge 45000 0.084437
Caixa 45500 0.085334
Merge 45500 0.085334
Caixa 46000 0.068910
Merge 46000 0.068910
Caixa 46500 0.073635
Merge 46500 0.073635
Caixa 47000 0.065603
Merge 47000 0.065603
Caixa 47500 0.070661
Merge 47500 0.070661
Caixa 48000 0.070301
Merge 48000 0.070301
Caixa 48500 0.075156
Merge 48500 0.075156
Caixa 49000 0.063049
Merge 49000 0.063049
Caixa 49500 0.069004
Merge 49500 0.069004
Caixa 50000 0.066678
Merge 50000 0.066678
Caixa 50500 0.064993
Merge 50500 0.064993
Caixa 51000 0.075737
Merge 51000 0.075737
Caixa 51500 0.061837
Merge 51500 0.061837
Caixa 52000 0.068259
Merge 52000 0.068259
Caixa 52500 0.053357
Merge 52500 0.053357
Caixa 53000 0.068305
Merge 53000 0.068305
Caixa 53500 0.065965
Merge 53500 0.065965
Caixa 54000 0.069831
Merge 54000 0.069831
Caixa 54500 0.058038
Merge 54500 0.058038
Caixa 55000 0.066511
Merge 55000 0.066511
Caixa 55500 0.074424
Merge 55500 0.074424
Caixa 56000 0.078787
Merge 56000 0.078787
Caixa 56500 0.067517
Merge 56500 0.067517
Caixa 57000 0.060024
Merge 57000 0.060024
Caixa 57500 0.062613
Merge 57500 0.062613
Caixa 58000 0.068417
Merge 58000 0.068417
Caixa 58500 0.063255
Merge 58500 0.063255
Caixa 59000 0.077999
Merge 59000 0.077999
Caixa 59500 0.066830
Merge 59500 0.066830
Caixa 60000 0.050903
Merge 60000 0.050903
Caixa 60500 0.059307
Merge 60500 0.059307
Caixa 61000 0.065172
Merge 61000 0.065172
Caixa 61500 0.083226
Merge 61500 0.083226
Caixa 62000 0.076312
Merge 62000 0.076312
Caixa 62500 0.075819
Merge 62500 0.075819
Caixa 63000 0.067734
Merge 63000 0.067734
Caixa 63500 0.076695
Merge 63500 0.076695
Caixa 64000 0.077149
Merge 64000 0.077149
Caixa 64500 0.073341
Merge 64500 0.073341
Caixa 65000 0.081308
Merge 65000 0.081308
Caixa 65500 0.087189
Merge 65500 0.087189
Caixa 66000 0.089743
Merge 66000 0.089743
Caixa 66500 0.064443
Merge 66500 0.064443
Caixa 67000 0.069758
Merge 67000 0.069758
Caixa 67500 0.071186
Merge 67500 0.071186
Caixa 68000 0.071645
Merge 68000 0.071645
Caixa 68500 0.081953
Merge 68500 0.081953
Caixa 69000 0.060818
Merge 69000 0.060818
Caixa 69500 0.066473
Merge 69500 0.066473
Caixa 70000 0.060492
Merge 70000 0.060492
Caixa 70500 0.071058
Merge 70500 0.071058
Caixa 71000 0.063999
Merge 71000 0.063999
Caixa 71500 0.071848
Merge 71500 0.071848
Caixa 72000 0.059184
Merge 72000 0.059184
Caixa 72500 0.084046
Merge 72500 0.084046
Caixa 73000 0.066942
Merge 73000 0.066942
Caixa 73500 0.068697
Merge 73500 0.068697
Caixa 74000 0.074247
Merge 74000 0.074247
Caixa 74500 0.071083
Merge 74500 0.071083
Caixa 75000 0.070765
Merge 75000 0.070765
Caixa 75500 0.068624
Merge 75500 0.068624
Caixa 76000 0.076366
Merge 76000 0.076366
Caixa 76500 0.062398
Merge 76500 0.062398
Caixa 77000 0.067552
Merge 77000 0.067552
Caixa 77500 0.067242
Merge 77500 0.067242
Caixa 78000 0.071702
Merge 78000 0.071702
Caixa 78500 0.055515
Merge 78500 0.055515
Caixa 79000 0.059372
Merge 79000 0.059372
Caixa 79500 0.074935
Merge 79500 0.074935
Caixa 80000 0.068050
Merge 80000 0.068050
Caixa 80500 0.067724
Merge 80500 0.067724
Caixa 81000 0.071948
Merge 81000 0.071948
Caixa 81500 0.065637
Merge 81500 0.065637
Caixa 82000 0.075871
Merge 82000 0.075871
Caixa 82500 0.066895
Merge 82500 0.066895
Caixa 83000 0.068752
Merge 83000 0.068752
Caixa 83500 0.062153
Merge 83500 0.062153
Caixa 84000 0.060984
Merge 84000 0.060984
Caixa 84500 0.067951
Merge 84500 0.067951
Caixa 85000 0.067285
Merge 85000 0.067285
Caixa 85500 0.064587
Merge 85500 0.064587
Caixa 86000 0.062070
Merge 86000 0.062070
Caixa 86500 0.065790
Merge 86500 0.065790
Caixa 87000 0.050191
Merge 87000 0.050191
Caixa 87500 0.059883
Merge 87500 0.059883
Caixa 88000 0.062907
Merge 88000 0.062907
Caixa 88500 0.062870
Merge 88500 0.062870
Caixa 89000 0.074262
Merge 89000 0.074262
Caixa 89500 0.065122
Merge 89500 0.065122
Caixa 90000 0.067382
Merge 90000 0.067382
Caixa 90500 0.064772
Merge 90500 0.064772
Caixa 91000 0.071452
Merge 91000 0.071452
Caixa 91500 0.076027
Merge 91500 0.076027
Caixa 92000 0.051744
Merge 92000 0.051744
Caixa 92500 0.068124
Merge 92500 0.068124
Caixa 93000 0.073576
Merge 93000 0.073576
Caixa 93500 0.074049
Merge 93500 0.074049
Caixa 94000 0.061164
Merge 94000 0.061164
Caixa 94500 0.082662
Merge 94500 0.082662
Caixa 95000 0.067732
Merge 95000 0.067732
Caixa 95500 0.073040
Merge 95500 0.073040
Caixa 96000 0.054713
Merge 96000 0.054713
Caixa 96500 0.063228
Merge 96500 0.063228
Caixa 97000 0.064037
Merge 97000 0.064037
Caixa 97500 0.061746
Merge 97500 0.061746
Caixa 98000 0.065331
Merge 98000 0.065331
Caixa 98500 0.068082
Merge 98500 0.068082
Caixa 99000 0.062826
Merge 99000 0.062826
Caixa 99500 0.073266
Merge 99500 0.073266
Caixa 100000 0.065306
Merge 100000 0.065306
Caixa 100500 0.058216
Merge 100500 0.058216
Caixa 101000 0.065366
Merge 101000 0.065366
Caixa 101500 0.067145
Merge 101500 0.067145
Caixa 102000 0.049103
Merge 102000 0.049103
Caixa 102500 0.069841
Merge 102500 0.069841
Caixa 103000 0.055399
Merge 103000 0.055399
Caixa 103500 0.068514
Merge 103500 0.068514
Caixa 104000 0.062433
Merge 104000 0.062433
Caixa 104500 0.059521
Merge 104500 0.059521
Caixa 105000 0.086991
Merge 105000 0.086991
Caixa 105500 0.058702
Merge 105500 0.058702
Caixa 106000 0.063551
Merge 106000 0.063551
Caixa 106500 0.061680
Merge 106500 0.061680
Nova 0 0.000000
Caixa 1000 0.054812
Merge 1000 0.054812
Caixa 1500 0.058975
Merge 1500 0.058975
Caixa 2000 0.051874
Merge 2000 0.051874
Caixa 2500 0.050868
Merge 2500 0.050868
Caixa 3000 0.065552
Merge 3000 0.065552
Caixa 3500 0.068902
Merge 3500 0.068902
Caixa 4000 0.068957
Merge 4000 0.068957
Caixa 4500 0.062621
Merge 4500 0.062621
Caixa 5000 0.068012
Merge 5000 0.068012
Caixa 5500 0.060446
Merge 5500 0.060446
Caixa 6000 0.067808
Merge 6000 0.067808
Caixa 6500 0.064861
Merge 6500 0.064861
Caixa 7000 0.068022
Merge 7000 0.068022
Caixa 7500 0.063089
Merge 7500 0.063089
Caixa 8000 0.059481
Merge 8000 0.059481
Caixa 8500 0.053028
Merge 8500 0.053028
Caixa 9000 0.060153
Merge 9000 0.060153
Caixa 9500 0.061767
Merge 9500 0.061767
Caixa 10000 0.069563
Merge 10000 0.069563
Caixa 10500 0.069076
Merge 10500 0.069076
Caixa 11000 0.061707
Merge 11000 0.061707
Caixa 11500 0.068155
Merge 11500 0.068155
Caixa 12000 0.061894
Merge 12000 0.061894
Caixa 12500 0.056160
Merge 12500 0.056160
Caixa 13000 0.064105
Merge 13000 0.064105
Caixa 13500 0.066358
Merge 13500 0.066358
Caixa 14000 0.061837
Merge 14000 0.061837
Caixa 14500 0.061437
Merge 14500 0.061437
Caixa 15000 0.057278
Merge 15000 0.057278
Caixa 15500 0.070002
Merge 15500 0.070002
Caixa 16000 0.064971
Merge 16000 0.064971
Caixa 16500 0.068055
Merge 16500 0.068055
Caixa 17000 0.052218
Merge 17000 0.052218
Caixa 17500 0.058673
Merge 17500 0.058673
Caixa 18000 0.064700
Merge 18000 0.064700
Caixa 18500 0.070788
Merge 18500 0.070788
Caixa 19000 0.068254
Merge 19000 0.068254
Caixa 19500 0.070531
Merge 19500 0.070531
Caixa 20000 0.070179
Merge 20000 0.070179
Caixa 20500 0.070534
Merge 20500 0.070534
Caixa 21000 0.065303
Merge 21000 0.065303
Caixa 21500 0.053526
Merge 21500 0.053526
Caixa 22000 0.070033
Merge 22000 0.070033
Caixa 22500 0.060476
Merge 22500 0.060476
Caixa 23000 0.075227
Merge 23000 0.075227
Caixa 23500 0.058458
Merge 23500 0.058458
Caixa 24000 0.051218
Merge 24000 0.051218
Caixa 24500 0.070709
Merge 24500 0.070709
Caixa 25000 0.063167
Merge 25000 0.063167
Caixa 25500 0.065400
Merge 25500 0.065400
Caixa 26000 0.052623
Merge 26000 0.052623
Caixa 26500 0.054753
Merge 26500 0.054753
Caixa 27000 0.070823
Merge 27000 0.070823
Caixa 27500 0.061355
Merge 27500 0.061355
Caixa 28000 0.063420
Merge 28000 0.063420
Caixa 28500 0.054453
Merge 28500 0.054453
Caixa 29000 0.066929
Merge 29000 0.066929
Caixa 29500 0.065388
Merge 29500 0.065388
Caixa 30000 0.070029
Merge 30000 0.070029
Caixa 30500 0.063313
Merge 30500 0.063313
Caixa 31000 0.077694
Merge 31000 0.077694
Caixa 31500 0.070687
Merge 31500 0.070687
Caixa 32000 0.061684
Merge 32000 0.061684
Caixa 32500 0.066596
Merge 32500 0.066596
Caixa 33000 0.070454
Merge 33000 0.070454
Caixa 33500 0.065017
Merge 33500 0.065017
Caixa 34000 0.066440
Merge 34000 0.066440
Caixa 34500 0.063833
Merge 34500 0.063833
Caixa 35000 0.057380
Merge 35000 0.057380
Caixa 35500 0.062227
Merge 35500 0.062227
Caixa 36000 0.068920
Merge 36000 0.068920
Caixa 36500 0.066574
Merge 36500 0.066574
Caixa 37000 0.062312
Merge 37000 0.062312
Caixa 37500 0.069073
Merge 37500 0.069073
Caixa 38000 0.068745
Merge 38000 0.068745
Caixa 38500 0.062457
Merge 38500 0.062457
Caixa 39000 0.070165
Merge 39000 0.070165
Caixa 39500 0.062048
Merge 39500 0.062048
Caixa 40000 0.062222
Merge 40000 0.062222
Caixa 40500 0.058558
Merge 40500 0.058558
Caixa 41000 0.072848
Merge 41000 0.072848
Caixa 41500 0.070779
Merge 41500 0.070779
Caixa 42000 0.069337
Merge 42000 0.069337
Caixa 42500 0.063728
Merge 42500 0.063728
Caixa 43000 0.070612
Merge 43000 0.070612
Caixa 43500 0.053721
Merge 43500 0.053721
Caixa 44000 0.067103
Merge 44000 0.067103
Caixa 44500 0.075149
Merge 44500 0.075149
Caixa 45000 0.069103
Merge 45000 0.069103
Caixa 45500 0.062243
Merge 45500 0.062243
Caixa 46000 0.073210
Merge 46000 0.073210
Caixa 46500 0.050447
Merge 46500 0.050447
Caixa 47000 0.062585
Merge 47000 0.062585
Caixa 47500 0.052380
Merge 47500 0.052380
Caixa 48000 0.058210
Merge 48000 0.058210
Caixa 48500 0.061472
Merge 48500 0.061472
Caixa 49000 0.071425
Merge 49000 0.071425
Caixa 49500 0.061822
Merge 49500 0.061822
Caixa 50000 0.074648
Merge 50000 0.074648
Caixa 50500 0.054044
Merge 50500 0.054044
Caixa 51000 0.067424
Merge 51000 0.067424
Caixa 51500 0.063272
Merge 51500 0.063272
Caixa 52000 0.057713
Merge 52000 0.057713
Caixa 52500 0.051533
Merge 52500 0.051533
Caixa 53000 0.069403
Merge 53000 0.069403
Caixa 53500 0.060862
Merge 53500 0.060862
Caixa 54000 0.066549
Merge 54000 0.066549
Caixa 54500 0.070707
Merge 54500 0.070707
Caixa 55000 0.080719
Merge 55000 0.080719
Caixa 55500 0.063153
Merge 55500 0.063153
Caixa 56000 0.058519
Merge 56000 0.058519
Caixa 56500 0.065096
Merge 56500 0.065096
Caixa 57000 0.062314
Merge 57000 0.062314
Caixa 57500 0.070301
Merge 57500 0.070301
Caixa 58000 0.063097
Merge 58000 0.063097
Caixa 58500 0.067831
Merge 58500 0.067831
Caixa 59000 0.059274
Merge 59000 0.059274
Caixa 59500 0.070983
Merge 59500 0.070983
Caixa 60000 0.063560
Merge 60000 0.063560
Caixa 60500 0.065900
Merge 60500 0.065900
Caixa 61000 0.058997
Merge 61000 0.058997
Caixa 61500 0.074648
Merge 61500 0.074648
Caixa 62000 0.058611
Merge 62000 0.058611
Caixa 62500 0.070421
Merge 62500 0.070421
Caixa 63000 0.072005
Merge 63000 0.072005
Caixa 63500 0.065952
Merge 63500 0.065952
Caixa 64000 0.054080
Merge 64000 0.054080
Caixa 64500 0.068345
Merge 64500 0.068345
Caixa 65000 0.059045
Merge 65000 0.059045
Caixa 65500 0.066992
Merge 65500 0.066992
Caixa 66000 0.068627
Merge 66000 0.068627
Caixa 66500 0.070894
Merge 66500 0.070894
Caixa 67000 0.063586
Merge 67000 0.063586
Caixa 67500 0.069254
Merge 67500 0.069254
Caixa 68000 0.070348
Merge 68000 0.070348
Caixa 68500 0.068267
Merge 68500 0.068267
Caixa 69000 0.063296
Merge 69000 0.063296
Caixa 69500 0.063500
Merge 69500 0.063500
Caixa 70000 0.067896
Merge 70000 0.067896
Caixa 70500 0.059107
Merge 70500 0.059107
Caixa 71000 0.054819
Merge 71000 0.054819
Caixa 71500 0.061850
Merge 71500 0.061850
Caixa 72000 0.064027
Merge 72000 0.064027
Caixa 72500 0.063893
Merge 72500 0.063893
Caixa 73000 0.067900
Merge 73000 0.067900
Caixa 73500 0.059200
Merge 73500 0.059200
Caixa 74000 0.057181
Merge 74000 0.057181
Caixa 74500 0.077015
Merge 74500 0.077015
Caixa 75000 0.061923
Merge 75000 0.061923
Caixa 75500 0.064423
Merge 75500 0.064423
Caixa 76000 0.064033
Merge 76000 0.064033
Caixa 76500 0.065278
Merge 76500 0.065278
Caixa 77000 0.068630
Merge 77000 0.068630
Caixa 77500 0.059801
Merge 77500 0.059801
Caixa 78000 0.074804
Merge 78000 0.074804
Caixa 78500 0.073972
Merge 78500 0.073972
Caixa 79000 0.062916
Merge 79000 0.062916
Caixa 79500 0.070263
Merge 79500 0.070263
Caixa 80000 0.067878
Merge 80000 0.067878
Caixa 80500 0.074327
Merge 80500 0.074327
Caixa 81000 0.057730
Merge 81000 0.057730
Caixa 81500 0.063768
Merge 81500 0.063768
Caixa 82000 0.056066
Merge 82000 0.056066
Caixa 82500 0.064712
Merge 82500 0.064712
Caixa 83000 0.070642
Merge 83000 0.070642
Caixa 83500 0.066103
Merge 83500 0.066103
Caixa 84000 0.068715
Merge 84000 0.068715
Caixa 84500 0.067718
Merge 84500 0.067718
Caixa 85000 0.069463
Merge 85000 0.069463
Caixa 85500 0.079452
Merge 85500 0.079452
Caixa 86000 0.073277
Merge 86000 0.073277
Caixa 86500 0.064810
Merge 86500 0.064810
Caixa 87000 0.072553
Merge 87000 0.072553
Caixa 87500 0.069556
Merge 87500 0.069556
Caixa 88000 0.067542
Merge 88000 0.067542
Caixa 88500 0.068396
Merge 88500 0.068396
Caixa 89000 0.067881
Merge 89000 0.067881
Caixa 89500 0.071360
Merge 89500 0.071360
Caixa 90000 0.061081
Merge 90000 0.061081
Caixa 90500 0.067910
Merge 90500 0.067910
Caixa 91000 0.064074
Merge 91000 0.064074
Caixa 91500 0.060946
Merge 91500 0.060946
Caixa 92000 0.067439
Merge 92000 0.067439
Caixa 92500 0.075888
Merge 92500 0.075888
Caixa 93000 0.066684
Merge 93000 0.066684
Caixa 93500 0.073615
Merge 93500 0.073615
Caixa 94000 0.061033
Merge 94000 0.061033
Caixa 94500 0.068516
Merge 94500 0.068516
Caixa 95000 0.066375
Merge 95000 0.066375
Caixa 95500 0.067063
Merge 95500 0.067063
Caixa 96000 0.057805
Merge 96000 0.057805
Caixa 96500 0.063265
Merge 96500 0.063265
Caixa 97000 0.065968
Merge 97000 0.065968
Caixa 97500 0.064703
Merge 97500 0.064703
Caixa 98000 0.079307
Merge 98000 0.079307
Caixa 98500 0.070777
Merge 98500 0.070777
Caixa 99000 0.072113
Merge 99000 0.072113
Caixa 99500 0.077532
Merge 99500 0.077532
Caixa 100000 0.070895
Merge 100000 0.070895
Caixa 100500 0.065270
Merge 100500 0.065270
Caixa 101000 0.078866
Merge 101000 0.078866
Caixa 101500 0.066499
Merge 101500 0.066499
Caixa 102000 0.054769
Merge 102000 0.054769
Caixa 102500 0.071430
Merge 102500 0.071430
Caixa 103000 0.066250
Merge 103000 0.066250
Caixa 103500 0.070861
Merge 103500 0.070861
Caixa 104000 0.075923
Merge 104000 0.075923
Caixa 104500 0.066019
Merge 104500 0.066019
Caixa 105000 0.068014
Merge 105000 0.068014
Caixa 105500 0.064480
Merge 105500 0.064480
Caixa 106000 0.060892
Merge 106000 0.060892
Caixa 106500 0.050590
Merge 106500 0.050590
Nova 0 0.000000
